"BASEPIC","TL","TT","TR","ML","MM","MR","BL","BB","BR","Field10"
"J0 23 43 35 H 000000","","","","","","","","","",""
"1G 23 49 35 H 000000","","","","","","","","","",""
"#MEN 45 1 35 H 000000","","","","","","","","","",""
"#FLEET 45 7 35 H 000000","","","","","","","","","",""
"#SHIPS 45 13 35 H 000000","","","","","","","","","",""
"1X10 45 19 35 H 000000","","","","","","","","","",""
"0 45 25 35 H 000000","","","","","","","","","",""
"6782 45 31 35 H 000000","","","","","","","","","",""
"#FP 45 37 35 H 000000","","","","","","","","","",""
"#BEAM 45 43 35 H 000000","","","","","","","","","",""
"#SKILL 45 49 35 H 000000","","","","","","","","","",""
"TV-TankerVehicle-9.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"#ED11 Escort Destroyer 10kdt J2 4G 9+","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"escort.bmp c c D0D0D0","","","","","","","","","",""
"ED11- 2 1 35 H 000000","","","","","","","","","",""
"ESCORT-DESTROYER 2 7 35 H 000000","","","","","","","","","",""
"#CRAFT 2 13 35 H 000000","","","","","","","","","",""
"10K 2 19 35 H 000000","","","","","","","","","",""
"#DR 2 25 35 H 000000","","","","","","","","","",""
"#231 2 31 35 H 000000","","","","","","","","","",""
"#DF 2 37 35 H 000000","","","","","","","","","",""
"#MISS 2 43 35 H 000000","","","","","","","","","",""
"#SKILL 2 49 35 H 000000","","","","","","","","","",""
"#MEN 23 1 35 H 000000","","","","","","","","","",""
"#SQDRN 23 7 35 H 000000","","","","","","","","","",""
"#SHIPS 23 13 35 H 000000","","","","","","","","","",""
"#2319 23 19 35 H 000000","","","","","","","","","",""
"#2325 23 25 35 H 000000","","","","","","","","","",""
"#2331 23 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL9+ 23 37 35 H 000000","","","","","","","","","",""
"J2 23 43 35 H 000000","","","","","","","","","",""
"4G 23 49 35 H 000000","","","","","","","","","",""
"#MEN 45 1 35 H 000000","","","","","","","","","",""
"#FLEET 45 7 35 H 000000","","","","","","","","","",""
"#SHIPS 45 13 35 H 000000","","","","","","","","","",""
"17X10 45 19 35 H 000000","","","","","","","","","",""
"0 45 25 35 H 000000","","","","","","","","","",""
"204 45 31 35 H 000000","","","","","","","","","",""
"#FP 45 37 35 H 000000","","","","","","","","","",""
"#BEAM 45 43 35 H 000000","","","","","","","","","",""
"#SKILL 45 49 35 H 000000","","","","","","","","","",""
"ED-EscortDestroyer-9.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"#ED12 Escort Destroyer 10kdt J3 4G 10","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"escort.bmp c c D0D0D0","","","","","","","","","",""
"ED12- 2 1 35 H 000000","","","","","","","","","",""
"ESCORT-DESTROYER 2 7 35 H 000000","","","","","","","","","",""
"#CRAFT 2 13 35 H 000000","","","","","","","","","",""
"10K 2 19 35 H 000000","","","","","","","","","",""
"#DR 2 25 35 H 000000","","","","","","","","","",""
"#231 2 31 35 H 000000","","","","","","","","","",""
"#DF 2 37 35 H 000000","","","","","","","","","",""
"#MISS 2 43 35 H 000000","","","","","","","","","",""
"#SKILL 2 49 35 H 000000","","","","","","","","","",""
"#MEN 23 1 35 H 000000","","","","","","","","","",""
"#SQDRN 23 7 35 H 000000","","","","","","","","","",""
"#SHIPS 23 13 35 H 000000","","","","","","","","","",""
"#2319 23 19 35 H 000000","","","","","","","","","",""
"#2325 23 25 35 H 000000","","","","","","","","","",""
"#2331 23 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10 23 37 35 H 000000","","","","","","","","","",""
"J3 23 43 35 H 000000","","","","","","","","","",""
"4G 23 49 35 H 000000","","","","","","","","","",""
"#MEN 45 1 35 H 000000","","","","","","","","","",""
"#FLEET 45 7 35 H 000000","","","","","","","","","",""
"#SHIPS 45 13 35 H 000000","","","","","","","","","",""
"14X10 45 19 35 H 000000","","","","","","","","","",""
"0 45 25 35 H 000000","","","","","","","","","",""
"124 45 31 35 H 000000","","","","","","","","","",""
"#FP 45 37 35 H 000000","","","","","","","","","",""
"#BEAM 45 43 35 H 000000","","","","","","","","","",""
"#SKILL 45 49 35 H 000000","","","","","","","","","",""
"ED-EscortDestroyer-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"#ED13 Escort Destroyer 10kdt J4 4G 10+","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"escort.bmp c c D0D0D0","","","","","","","","","",""
"ED13- 2 1 35 H 000000","","","","","","","","","",""
"ESCORT-DESTROYER 2 7 35 H 000000","","","","","","","","","",""
"#CRAFT 2 13 35 H 000000","","","","","","","","","",""
"10K 2 19 35 H 000000","","","","","","","","","",""
"#DR 2 25 35 H 000000","","","","","","","","","",""
"#231 2 31 35 H 000000","","","","","","","","","",""
"#DF 2 37 35 H 000000","","","","","","","","","",""
"#MISS 2 43 35 H 000000","","","","","","","","","",""
"#SKILL 2 49 35 H 000000","","","","","","","","","",""
"#MEN 23 1 35 H 000000","","","","","","","","","",""
"#SQDRN 23 7 35 H 000000","","","","","","","","","",""
"#SHIPS 23 13 35 H 000000","","","","","","","","","",""
"#2319 23 19 35 H 000000","","","","","","","","","",""
"#2325 23 25 35 H 000000","","","","","","","","","",""
"#2331 23 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10+ 23 37 35 H 000000","","","","","","","","","",""
"J4 23 43 35 H 000000","","","","","","","","","",""
"4G 23 49 35 H 000000","","","","","","","","","",""
"#MEN 45 1 35 H 000000","","","","","","","","","",""
"#FLEET 45 7 35 H 000000","","","","","","","","","",""
"#SHIPS 45 13 35 H 000000","","","","","","","","","",""
"11X10 45 19 35 H 000000","","","","","","","","","",""
"3 45 25 35 H 000000","","","","","","","","","",""
"3 45 31 35 H 000000","","","","","","","","","",""
"#FP 45 37 35 H 000000","","","","","","","","","",""
"#BEAM 45 43 35 H 000000","","","","","","","","","",""
"#SKILL 45 49 35 H 000000","","","","","","","","","",""
"ED-EscortDestroyer-10+.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"#ED14 Escort Destroyer 10kdt J4 4G 11","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"escort.bmp c c D0D0D0","","","","","","","","","",""
"ED14- 2 1 35 H 000000","","","","","","","","","",""
"ESCORT-DESTROYER 2 7 35 H 000000","","","","","","","","","",""
"#CRAFT 2 13 35 H 000000","","","","","","","","","",""
"10K 2 19 35 H 000000","","","","","","","","","",""
"#DR 2 25 35 H 000000","","","","","","","","","",""
"#231 2 31 35 H 000000","","","","","","","","","",""
"#DF 2 37 35 H 000000","","","","","","","","","",""
"#MISS 2 43 35 H 000000","","","","","","","","","",""
"#SKILL 2 49 35 H 000000","","","","","","","","","",""
"#MEN 23 1 35 H 000000","","","","","","","","","",""
"#SQDRN 23 7 35 H 000000","","","","","","","","","",""
"#SHIPS 23 13 35 H 000000","","","","","","","","","",""
"#2319 23 19 35 H 000000","","","","","","","","","",""
"#2325 23 25 35 H 000000","","","","","","","","","",""
"#2331 23 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL11 23 37 35 H 000000","","","","","","","","","",""
"J4 23 43 35 H 000000","","","","","","","","","",""
"4G 23 49 35 H 000000","","","","","","","","","",""
"#MEN 45 1 35 H 000000","","","","","","","","","",""
"#FLEET 45 7 35 H 000000","","","","","","","","","",""
"#SHIPS 45 13 35 H 000000","","","","","","","","","",""
"12X10 45 19 35 H 000000","","","","","","","","","",""
"0 45 25 35 H 000000","","","","","","","","","",""
"35 45 31 35 H 000000","","","","","","","","","",""
"#FP 45 37 35 H 000000","","","","","","","","","",""
"#BEAM 45 43 35 H 000000","","","","","","","","","",""
"#SKILL 45 49 35 H 000000","","","","","","","","","",""
"ED-EscortDestroyer-11.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"#ED15 Escort Destroyer 10kdt J4 4G 12","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"escort.bmp c c D0D0D0","","","","","","","","","",""
"ED15- 2 1 35 H 000000","","","","","","","","","",""
"ESCORT-DESTROYER 2 7 35 H 000000","","","","","","","","","",""
"#CRAFT 2 13 35 H 000000","","","","","","","","","",""
"10K 2 19 35 H 000000","","","","","","","","","",""
"#DR 2 25 35 H 000000","","","","","","","","","",""
"#231 2 31 35 H 000000","","","","","","","","","",""
"#DF 2 37 35 H 000000","","","","","","","","","",""
"#MISS 2 43 35 H 000000","","","","","","","","","",""
"#SKILL 2 49 35 H 000000","","","","","","","","","",""
"#MEN 23 1 35 H 000000","","","","","","","","","",""
"#SQDRN 23 7 35 H 000000","","","","","","","","","",""
"#SHIPS 23 13 35 H 000000","","","","","","","","","",""
"#2319 23 19 35 H 000000","","","","","","","","","",""
"#2325 23 25 35 H 000000","","","","","","","","","",""
"#2331 23 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL12 23 37 35 H 000000","","","","","","","","","",""
"J4 23 43 35 H 000000","","","","","","","","","",""
"4G 23 49 35 H 000000","","","","","","","","","",""
"#MEN 45 1 35 H 000000","","","","","","","","","",""
"#FLEET 45 7 35 H 000000","","","","","","","","","",""
"#SHIPS 45 13 35 H 000000","","","","","","","","","",""
"8X10 45 19 35 H 000000","","","","","","","","","",""
"0 45 25 35 H 000000","","","","","","","","","",""
"12 45 31 35 H 000000","","","","","","","","","",""
"#FP 45 37 35 H 000000","","","","","","","","","",""
"#BEAM 45 43 35 H 000000","","","","","","","","","",""
"#SKILL 45 49 35 H 000000","","","","","","","","","",""
"ED-EscortDestroyer-12.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"#EF12 Escort Fleet  8kdt  J2 3G 10","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"escort.bmp c c D0D0D0","","","","","","","","","",""
"EF12- 2 1 35 H 000000","","","","","","","","","",""
"FLEET-ESCORT 2 7 35 H 000000","","","","","","","","","",""
"#CRAFT 2 13 35 H 000000","","","","","","","","","",""
"8K 2 19 35 H 000000","","","","","","","","","",""
"#DR 2 25 35 H 000000","","","","","","","","","",""
"#231 2 31 35 H 000000","","","","","","","","","",""
"#DF 2 37 35 H 000000","","","","","","","","","",""
"#MISS 2 43 35 H 000000","","","","","","","","","",""
"#SKILL 2 49 35 H 000000","","","","","","","","","",""
"#MEN 23 1 35 H 000000","","","","","","","","","",""
"#SQDRN 23 7 35 H 000000","","","","","","","","","",""
"#SHIPS 23 13 35 H 000000","","","","","","","","","",""
"#2319 23 19 35 H 000000","","","","","","","","","",""
"#2325 23 25 35 H 000000","","","","","","","","","",""
"#2331 23 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10 23 37 35 H 000000","","","","","","","","","",""
"J2 23 43 35 H 000000","","","","","","","","","",""
"3G 23 49 35 H 000000","","","","","","","","","",""
"#MEN 45 1 35 H 000000","","","","","","","","","",""
"#FLEET 45 7 35 H 000000","","","","","","","","","",""
"#SHIPS 45 13 35 H 000000","","","","","","","","","",""
"20X8 45 19 35 H 000000","","","","","","","","","",""
"0 45 25 35 H 000000","","","","","","","","","",""
"458 45 31 35 H 000000","","","","","","","","","",""
"#FP 45 37 35 H 000000","","","","","","","","","",""
"#BEAM 45 43 35 H 000000","","","","","","","","","",""
"#SKILL 45 49 35 H 000000","","","","","","","","","",""
"EF-EscortFleet-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"#EM13 Escort Missile  5kdt  J2 3G 10+","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"escort.bmp c c D0D0D0","","","","","","","","","",""
"EM13- 2 1 35 H 000000","","","","","","","","","",""
"MISSILE-ESCORT 2 7 35 H 000000","","","","","","","","","",""
"#CRAFT 2 13 35 H 000000","","","","","","","","","",""
"5K 2 19 35 H 000000","","","","","","","","","",""
"#DR 2 25 35 H 000000","","","","","","","","","",""
"#231 2 31 35 H 000000","","","","","","","","","",""
"#DF 2 37 35 H 000000","","","","","","","","","",""
"#MISS 2 43 35 H 000000","","","","","","","","","",""
"#SKILL 2 49 35 H 000000","","","","","","","","","",""
"#MEN 23 1 35 H 000000","","","","","","","","","",""
"#SQDRN 23 7 35 H 000000","","","","","","","","","",""
"#SHIPS 23 13 35 H 000000","","","","","","","","","",""
"#2319 23 19 35 H 000000","","","","","","","","","",""
"#2325 23 25 35 H 000000","","","","","","","","","",""
"#2331 23 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10+ 23 37 35 H 000000","","","","","","","","","",""
"J2 23 43 35 H 000000","","","","","","","","","",""
"3G 23 49 35 H 000000","","","","","","","","","",""
"#MEN 45 1 35 H 000000","","","","","","","","","",""
"#FLEET 45 7 35 H 000000","","","","","","","","","",""
"#SHIPS 45 13 35 H 000000","","","","","","","","","",""
"21X5 45 19 35 H 000000","","","","","","","","","",""
"4 45 25 35 H 000000","","","","","","","","","",""
"166 45 31 35 H 000000","","","","","","","","","",""
"#FP 45 37 35 H 000000","","","","","","","","","",""
"#BEAM 45 43 35 H 000000","","","","","","","","","",""
"#SKILL 45 49 35 H 000000","","","","","","","","","",""
"EM-EscortMissile-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"#EM15 Escort Missile  5kdt  J4 3G 12","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"escort.bmp c c D0D0D0","","","","","","","","","",""
"EM15- 2 1 35 H 000000","","","","","","","","","",""
"MISSILE-ESCORT 2 7 35 H 000000","","","","","","","","","",""
