"Name","Location","SDAHPGLT","Base","Remarks","Zone","Gas","Sector","SubSector","SubSectorN","CargoBase","Trade","Star1","Star2","Star3","HW-SDAHPLT","Algn","PAG","ZonedFor","Detailed","Hard1","Hard2","Hard3","Hard4"
"Mirukuseki","704","C4376978"," "," "," ","G","emptyq","A","Engarmi","6800","Ni ","K5 IV"," "," ","CSTWHMA","Jr","403"," ","","","","",""
"Okayama","705","A6344228"," "," "," ","G","emptyq","A","Engarmi","4800","Ni ","M9 III","M6 D "," ","AMTWMMA","Jr","903"," ","","","","",""
"Hyuga","706","DS000007"," "," "," ","G","emptyq","A","Engarmi","10700","Ba Lo Ni Va ","F6 V"," "," ","DVDLNA","Jr","402"," ","","","","",""
"Engarmi","709","A330444E"," ","Cp ","A","G","emptyq","A","Engarmi","5400","De Ni Po ","K5 V"," "," ","ASTDMMH","Jr","812"," ","","","","",""
"Siidkirgumar","805","E5424536"," "," "," ","G","emptyq","A","Engarmi","7600","Ni Po ","F0 D","M4 D "," ","EMSRMME","Jr","403"," ","","","","",""
"Urshem","809","DAC05DEA"," "," "," "," ","emptyq","A","Engarmi","9000","De Ni ","M6 V","K6 V "," ","DLEDMEH","Jr","420"," ","","","","",""
"Mekhigk","903","C8A0303A"," "," ","A","G","emptyq","B","Daskomo","9000","De Lo Ni ","M6 V"," "," ","CLEDMMH","Jr","703"," ","","","","",""
"Graithairekt","905","C65479B5"," ","C:2 "," ","G","emptyq","B","Daskomo","4500","Ag ","F2 D"," "," ","CMSWHEE","Jr","202"," ","","","","",""
"Donegal","906","B5285787"," "," "," "," ","emptyq","B","Daskomo","5700","Ni ","F0 IV","M7 V "," ","BMTWMHA","Jr","200"," ","","","","",""
"Ori Sau'","907","C6328DD3"," ","Sw "," "," ","emptyq","B","Daskomo","4300","Na Po ","F2 VI","M8 D "," ","CMTRHER","Jr","600"," ","","","","",""
"Ryt Fgugaiks","1003","C62A5639"," ","O:1004 ","A","G","emptyq","B","Daskomo","6900","Ni Wa ","G7 V","M7 IV "," ","CMTAMMH","Jr","305"," ","","","","",""
"Yelloworld","1004","B301430A"," "," "," ","G","emptyq","B","Daskomo","7000","Ic Ni Va ","M9 V"," "," ","BSVDMNH","Jr","701"," ","","","","",""
"Ori Bjo'tim","1103","C5358CA3"," ","Sw "," ","G","emptyq","B","Daskomo","5300"," ","M4 D"," "," ","CMTWHER","Jr","614"," ","","","","",""
"Shori","1105","B6557655"," ","Mr "," ","G","emptyq","B","Daskomo","3500","Ag ","G1 VI"," "," ","BMSWHME","Jr","512"," ","","","","",""
"Gakishinnu","1106","A87A3239"," "," "," ","G","emptyq","B","Daskomo","5900","Lo Ni Wa ","G5 D","M7 D "," ","ALDAMMH","Na","303"," ","","","","",""
"Koromogawa","1107","D44738AA"," "," "," ","G","emptyq","B","Daskomo","9000","Lo Ni ","F7 VI","M7 D "," ","DSSWMEH","Jr","603"," ","","","","",""
"Banka Banka","1109","D7352457"," "," "," ","G","emptyq","B","Daskomo","8700","Lo Ni ","M5 III","M0 III "," ","DMTWMMA","Na","203"," ","","","","",""
"Old Base","1110","E7A07528"," "," "," ","G","emptyq","B","Daskomo","8800","De ","K6 V"," "," ","EMEDHMA","Jr","702"," ","","","","",""
"Gaashi Diidu","1205","B78A101D"," ","An ","R"," ","emptyq","B","Daskomo","7300","Lo Ni Wa ","F9 V","M8 D "," ","BMDALLH","Jr","720"," ","","","","",""
"Gaashi Mukipu","1206","A486799A"," ","D:4 Cp "," ","G","emptyq","B","Daskomo","4000","Ag Ri ","F3 V","M3 D "," ","ASDWHEH","Jr","703"," ","","","","",""
"Sagumanka","1208","X7878960"," ","Sw ","R","G","emptyq","B","Daskomo","10000","Ri ","G9 D"," "," ","XMDWHMP","Jr","213"," ","","","","",""
"Takada","1301","B97A475C"," "," ","A","G","emptyq","B","Daskomo","6200","Ni Wa ","F0 VI"," "," ","BLDAMMH","Jr","412"," ","","","","",""
"Mattweed","1303","C2101227"," "," "," ","G","emptyq","B","Daskomo","7700","Lo Ni ","M7 V"," "," ","CSVDLMA","Jr","325"," ","","","","",""
"Kurikara","1306","D5737765"," "," "," ","G","emptyq","B","Daskomo","6500"," ","K5 V"," "," ","DMDRHME","Na","603"," ","","","","",""
"Numigimar","1307","A7C7200C"," "," ","A","G","emptyq","B","Daskomo","7200","Fl Lo Ni ","M7 V","M4 IV "," ","AMEWMNH","Na","405"," ","","","","",""
"Karam Imuk...","1308","D7974365"," "," ","A","G","emptyq","B","Daskomo","7500","Ni ","F2 V"," "," ","DMEWMME","Jr","413"," ","","","","",""
"Ksedhing","1309","C5745747"," "," "," ","G","emptyq","B","Daskomo","5700","Ag Ni ","M6 D"," "," ","CMDWMMA","Na","504"," ","","","","",""
"Capasitator","1408","C51007A6"," "," "," ","G","emptyq","B","Daskomo","7600","Lo Ni ","K4 D"," "," ","CMVDLEE","Jr","301"," ","","","","",""
"Pekryaay","1501","B100000D"," ","Dw "," ","G","emptyq","B","Daskomo","9300","Ba Lo Ni Va ","M4 II"," "," ","BSVDLNH","Na","403"," ","","","","",""
"Dyrys","1510","C77A4578"," "," "," ","G","emptyq","B","Daskomo","6800","Ni Wa ","F2 VI"," "," ","CMDAMMA","Na","904"," ","","","","",""
"Nuususush","1601","EAC05362"," "," "," ","G","emptyq","B","Daskomo","9200","De Ni ","M8 V","M9 D "," ","ELEDMMR","Na","814"," ","","","","",""
"Gakalar","1602","A5637AB6"," ","D:2 "," ","G","emptyq","B","Daskomo","3600"," ","F3 VI"," "," ","AMSRHEE","Na","215"," ","","","","",""
"Cimated","1608","B3003259"," "," ","A"," ","emptyq","B","Daskomo","7900","Lo Ni Va ","M0 V"," "," ","BSVDMMH","Na","510"," ","","","","",""
"Lodi Cykidasas","1609","C7A04549"," "," "," ","G","emptyq","B","Daskomo","7900","De Ni ","F1 V"," "," ","CMEDMMH","Cs","404"," ","","","","",""
"SSILNTHIS","1704","C7689B97"," "," "," ","G","emptyq","C","Link","4700","Hi ","F8 D","M5 D "," ","CMSWHEA","Na","413"," ","","","","",""
"Vision","1803","C8D85744"," "," ","A","G","emptyq","C","Link","7400","Fl Ni ","M1 III"," "," ","CLEWMMR","Na","413"," ","","","","",""
"Motaselad","1804","B5745726"," ","D:5 "," ","G","emptyq","C","Link","4600","Ag Ni ","F6 D"," "," ","BMDWMME","Na","502"," ","","","","",""
"Yaku Jima","1809","C9A00000"," "," ","A","G","emptyq","C","Link","9000","Ba De Lo Ni ","M1 V","M2 V "," ","CLEDLNP","Na","025"," ","","","","",""
"Wabiskaw","1810","C5351455"," "," "," ","G","emptyq","C","Link","7500","Lo Ni ","F2 V"," "," ","CMTWLME","Na","905"," ","","","","",""
"Delibes","1901","A3308A7A"," "," ","A"," ","emptyq","C","Link","4000","De Na Po ","F5 V"," "," ","ASTDHMH","Na","400"," ","","","","",""
"Jamnagar Thal","1905","D4115567"," "," "," ","G","emptyq","C","Link","7700","Ic Ni ","M8 V"," "," ","DSVDMMA","Hl","604"," ","","","","",""
"Gangetic","2001","A20049CA"," "," "," ","G","emptyq","C","Link","6000","Ni Va ","M6 V","M5 IV "," ","ASVDMEH","Hl","404"," ","","","","",""
"Siiye","2005","C9A95508"," "," "," "," ","emptyq","C","Link","7800","Fl Ni ","F6 III"," "," ","CLEWMNA","Hl","200"," ","","","","",""
"FLANGE","2009","B4439337"," ","Cp "," ","G","emptyq","C","Link","1700","Hi In Po ","K2 V"," "," ","BSSRHMA","Hl","114"," ","","","","",""
"Lullaby","2010","C5847736"," ","C:2 "," ","G","emptyq","C","Link","5600","Ag Ri ","K5 D","M5 D "," ","CMDWHME","Na","902"," ","","","","",""
"Mikaichi","2103","A53836AB"," ","Pr Mr ","R","G","emptyq","C","Link","6100","Lo Ni ","G3 V"," "," ","AMTWMEH","Hl","304"," ","","","","",""
"Hijoji","2109","C5153886"," "," "," ","G","emptyq","C","Link","7600","Ic Lo Ni ","M4 V"," "," ","CMVWMHE","Hl","611"," ","","","","",""
"Whirligig","2201","C2304557"," "," "," ","G","emptyq","C","Link","6700","De Ni Po ","M0 V"," "," ","CSTDMMA","Hl","204"," ","","","","",""
"Aynoiye","2202","B3011269"," "," "," ","G","emptyq","C","Link","7900","Ic Lo Ni Va ","M5 V"," "," ","BSVDLMH","Hl","504"," ","","","","",""
"V'nen","2203","A3226258"," "," "," ","G","emptyq","C","Link","3800","Na Ni Po ","M5 V"," "," ","ASTRHMA","Hl","423"," ","","","","",""
"Imagine","2204","D6243317"," "," "," ","G","emptyq","C","Link","8700","Lo Ni ","G8 V"," "," ","DMTWMLA","Hl","102"," ","","","","",""
"Disarid","2402","C7982786"," "," "," ","G","emptyq","C","Link","7600","Lo Ni ","F8 V"," "," ","CMEWMHE","Hl","102"," ","","","","",""
"JUSTINCE","2405","D546AEG9"," "," ","A","G","emptyq","C","Link","4900","Hi In ","F2 D","M0 VI "," ","DMSWHEH","Hl","504"," ","","","","",""
"Binnoth","2406","E7170000"," "," ","A","G","emptyq","C","Link","10000","Ba Ic Lo Ni ","M5 V"," "," ","EMVWLNP","Hl","023"," ","","","","",""
"Endicott","2407","E5363346"," "," "," ","G","emptyq","C","Link","9600","Lo Ni ","M6 V","M3 V "," ","EMTWMME","Hl","122"," ","","","","",""
"Abey Tomsk","2410","C5274117"," ","C:0 "," ","G","emptyq","C","Link","6700","Ni ","M7 VI","K3 II "," ","CMTWMLA","Hl","914"," ","","","","",""
"Titanic","2503","E85A3366"," "," "," "," ","emptyq","D","Kosh","9600","Lo Ni Wa ","F8 V","M1 D "," ","ELSAMME","Hl","600"," ","","","","",""
"Isatetiri","2504","A7368BFA"," "," ","A","G","emptyq","D","Kosh","4000"," ","F0 D"," "," ","AMTWHEH","Hl","803"," ","","","","",""
"Nagaoka","2508","C5675217"," ","Sw ","A"," ","emptyq","D","Kosh","5700","Ag Ni ","F0 V"," "," ","CMSWMLA","Hl","700"," ","","","","",""
"Capel Celyn","2605","D5233527"," "," "," ","G","emptyq","D","Kosh","7700","Lo Ni Po ","M2 V","M3 D "," ","DMTRMMA","Hl","312"," ","","","","",""
"Ysidote","2606","D3106775"," "," ","A","G","emptyq","D","Kosh","7500","Na Ni ","M1 V","M4 V "," ","DSVDHME","Hl","602"," ","","","","",""
"Odalacec","2701","C4448747"," "," "," ","G","emptyq","D","Kosh","5700"," ","F9 V","M4 D "," ","CSSWHMA","Hl","101"," ","","","","",""
"Nimmety","2703","B4440138"," "," "," ","G","emptyq","D","Kosh","6800","Lo Ni ","F3 V","M3 D "," ","BSSWLMA","Hl","404"," ","","","","",""
"Perseus","2704","B418444B"," "," "," ","G","emptyq","D","Kosh","6100","Ic Ni ","M9 V"," "," ","BSVWMMH","Hl","625"," ","","","","",""
"Deciyana","2707","C94A4278"," "," "," ","G","emptyq","D","Kosh","6800","Ni Wa ","F5 D","M1 D "," ","CLSAMMA","Hl","111"," ","","","","",""
"Monolith","2708","B5655879"," "," "," "," ","emptyq","D","Kosh","4900","Ag Ni ","F1 V","M3 D "," ","BMSWMMH","Hl","410"," ","","","","",""
"Coincident","2710","D5327BA9"," ","Sw ","R","G","emptyq","D","Kosh","5900","Na Po ","M5 V"," "," ","DMTRHEH","Hl","803"," ","","","","",""
"Omerinese","2803","BA7A6636"," ","O:2804 "," "," ","emptyq","D","Kosh","5600","Ni Wa ","G0 V"," "," ","BLDAHME","Hl","700"," ","","","","",""
"Parolles","2804","A8688D7A"," ","Cp "," ","G","emptyq","D","Kosh","4000"," ","F6 V"," "," ","ALSWHMH","Hl","104"," ","","","","",""
"Negev","2810","B7A05ABA"," "," "," ","G","emptyq","D","Kosh","7000","De Ni ","M4 III"," "," ","BMEDMEH","Hl","813"," ","","","","",""
"Cocktail","2903","C4011019"," "," ","A","G","emptyq","D","Kosh","8900","Ic Lo Ni Va ","F1 V"," "," ","CSVDLLH","Hl","303"," ","","","","",""
"Ab Sinecal","2904","B5476749"," "," "," ","G","emptyq","D","Kosh","4900","Ag Ni ","G3 D"," "," ","BMSWHMH","Hl","203"," ","","","","",""
"Kyushu","2906","A2306BDA"," ","An "," ","G","emptyq","D","Kosh","5000","De Na Ni Po ","M3 V"," "," ","ASTDHEH","Hl","702"," ","","","","",""
"Takeshima","2909","B1313378"," "," ","A","G","emptyq","D","Kosh","5800","Lo Ni Po ","K9 V"," "," ","BSTDMMA","Hl","924"," ","","","","",""
"Mirabilia","3001","E3318CC6"," "," "," ","G","emptyq","D","Kosh","6600","Na Po ","G8 V"," "," ","ESTDHEE","Hl","614"," ","","","","",""
"Akkeshi","3005","B9996BD6"," ","An "," ","G","emptyq","D","Kosh","5600","Ni ","G0 D"," "," ","BLEWHEE","Hl","823"," ","","","","",""
"Koyasan","3007","B8788B97"," "," ","A"," ","emptyq","D","Kosh","4700"," ","F0 D"," "," ","BLDWHEA","Hl","200"," ","","","","",""
"Aegypt","3008","B8778975"," "," ","R","G","emptyq","D","Kosh","4500"," ","G4 D"," "," ","BLDWHME","Hl","805"," ","","","","",""
"Flutewind","3101","C150432A"," "," "," ","G","emptyq","D","Kosh","7000","De Ni Po ","F1 V","M6 D "," ","CSSDMMH","Hl","103"," ","","","","",""
"Acesymak Caya","3104","B201423C"," "," ","A","G","emptyq","D","Kosh","7200","Ic Ni Va ","K8 V"," "," ","BSVDMMH","Hl","605"," ","","","","",""
"Shepherd Moons","3201","C6791547"," "," "," "," ","emptyq","D","Kosh","7700","Lo Ni ","F3 V"," "," ","CMDWLMA","Hl","630"," ","","","","",""
"Toyeloci","3202","B78A8BAA"," ","Sw "," ","G","emptyq","D","Kosh","5000","Wa ","F0 D","M2 D "," ","BMDAHEH","Hl","202"," ","","","","",""
"Waterstone","3206","B79A8AB6"," "," "," ","G","emptyq","D","Kosh","4600","Wa ","M7 V","M8 D "," ","BMEAHEE","Hl","203"," ","","","","",""
"Marugame","3208","C1002109"," "," "," ","G","emptyq","D","Kosh","8900","Lo Ni Va ","M3 V"," "," ","CSVDMNH","Hl","314"," ","","","","",""
"Nightraven","111","D5814025"," "," "," "," ","emptyq","E","Requiem","7500","Ni ","K2 D","M2 V "," ","DMDDMME","Jr","800"," ","","","","",""
"Shockwave","116","C7A06378"," "," "," ","G","emptyq","E","Requiem","7800","De Ni ","K1 V"," "," ","CMEDHMA","Jr","101"," ","","","","",""
"Vrafavgag Tak","213","B7776434"," "," ","A","G","emptyq","E","Requiem","4400","Ag Ni ","F7 V"," "," ","BMDWHMR","Jr","614"," ","","","","",""
"T'Pring","216","E5846790"," "," "," ","G","emptyq","E","Requiem","8000","Ag Ni Ri ","K7 V"," "," ","EMDWHEP","Jr","201"," ","","","","",""
"Kamakura","311","C9A049C9"," "," ","A","G","emptyq","E","Requiem","7900","De Ni ","M2 IV","M2 III "," ","CLEDMEH","Jr","102"," ","","","","",""
"Heian-Kyo","314","B2005487"," "," ","A","G","emptyq","E","Requiem","6700","Ni Va ","M5 V","M6 D "," ","BSVDMHA","Jr","212"," ","","","","",""
"Nushiimga","414","C5252357"," "," ","A"," ","emptyq","E","Requiem","7700","Lo Ni ","M9 V"," "," ","CMTWMMA","Jr","400"," ","","","","",""
"Shirakawa","511","A9B06959"," "," ","A","G","emptyq","E","Requiem","5900","De Ni ","M7 V"," "," ","ALEDHMH","Jr","512"," ","","","","",""
"Kaadlushuur","514","A535111B"," ","Cp ","A","G","emptyq","E","Requiem","6100","Lo Ni ","M6 V"," "," ","AMTWLLH","Jr","704"," ","","","","",""
"Lirumriish","515","A45075AA"," "," "," ","G","emptyq","E","Requiem","4000","De Po ","K1 VI","M6 D "," ","ASSDHEH","Jr","501"," ","","","","",""
"Tsu","613","C55289B5"," "," "," ","G","emptyq","E","Requiem","4500","Po ","F7 V"," "," ","CMSRHEE","Jr","602"," ","","","","",""
"Turas Mor","616","C2313507"," "," "," ","G","emptyq","E","Requiem","6700","Lo Ni Po ","M7 V","M7 D "," ","CSTDMNA","Jr","911"," ","","","","",""
"Janowski","617","C5494128"," "," "," ","G","emptyq","E","Requiem","6800","Ni ","F4 D"," "," ","CMSWMMA","Jr","104"," ","","","","",""
"Azetbur","620","A211534C"," "," "," ","G","emptyq","E","Requiem","5200","Ic Ni ","K7 V"," "," ","ASVDMMH","Na","803"," ","","","","",""
"Isumo","711","A8888787"," "," ","A","G","emptyq","E","Requiem","4700","Ri ","F2 D"," "," ","ALDWHHA","Jr","204"," ","","","","",""
"Afer Ventus","715","E6437861"," "," ","R","G","emptyq","E","Requiem","6100","Po ","K2 D"," "," ","EMSRHMI","Jr","513"," ","","","","",""
"Gashige","811","A3384BJC"," "," "," ","G","emptyq","E","Requiem","5200","Ni ","K5 V"," "," ","ASTWMEH","Jr","912"," ","","","","",""
"Itsukushim","812","D4533206"," "," "," ","G","emptyq","E","Requiem","7600","Lo Ni Po ","F9 VI","M9 D "," ","DSSRMNE","Jr","101"," ","","","","",""
"Igura Shiim...","813","C4131115"," "," "," ","G","emptyq","E","Requiem","7500","Ic Lo Ni ","G1 II"," "," ","CSVRLLE","Jr","304"," ","","","","",""
"Kaa Eshiisagii","912","A333331B"," "," ","A","G","emptyq","F","Flandry","5100","Lo Ni Po ","G5 V"," "," ","ASTRMLH","Jr","711"," ","","","","",""
"Chalcis","1013","D3535694"," ","O:0912 "," ","G","emptyq","F","Flandry","6400","Ni Po ","F1 D","M1 D "," ","DSSRMER","Jr","103"," ","","","","",""
"Urusi","1211","B6971548"," "," "," ","G","emptyq","F","Flandry","6800","Lo Ni ","F6 V","M2 V "," ","BMEWLMA","Jr","911"," ","","","","",""
"Nidakha","1213","C7B05759"," "," ","A","G","emptyq","F","Flandry","7900","De Ni ","F5 V","M2 VI "," ","CMEDMMH","Na","511"," ","","","","",""
"Nalaki","1214","B69988A7"," "," ","A","G","emptyq","F","Flandry","4700"," ","F9 D","M1 D "," ","BMEWHEA","Na","801"," ","","","","",""
"Mishiguggekhi","1311","CAB08998"," "," "," ","G","emptyq","F","Flandry","6800","De ","F1 V","M2 D "," ","CLEDHEA","Na","611"," ","","","","",""
"OUTPOST","1315","E8699878"," "," "," ","G","emptyq","F","Flandry","6800","Hi ","F3 V"," "," ","ELSWHMA","Jr","905"," ","","","","",""
"TOKITRE","1411","B7809538","N"," "," ","G","emptyq","F","Flandry","4800","De Hi ","F1 D","M2 D "," ","BMDDHMA","Cs","203"," ","","","","",""
"St. Dimurra","1413","E2421103"," "," ","A"," ","emptyq","F","Flandry","8300","Lo Ni Po ","F1 D"," "," ","ESSRLNR","Na","800"," ","","","","",""
"Enaniirshad","1415","B8B0430D"," "," "," ","G","emptyq","F","Flandry","7300","De Ni ","K7 V","M7 V "," ","BLEDMNH","Cs","513"," ","","","","",""
"Dipkusulimir","1515","E6263348"," "," "," ","G","emptyq","F","Flandry","9800","Lo Ni ","M6 V"," "," ","EMTWMMA","Na","901"," ","","","","",""
"Pons Aelius","1520","C7483558"," "," "," ","G","emptyq","F","Flandry","7800","Lo Ni ","F2 D","M4 D "," ","CMSWMMA","Na","322"," ","","","","",""
"Guarda","1611","D5301227"," "," "," ","G","emptyq","F","Flandry","8700","De Lo Ni Po ","M7 V"," "," ","DMTDLMA","Cs","403"," ","","","","",""
"Smaointe","1616","D99A5866"," "," "," ","G","emptyq","F","Flandry","7600","Ni Wa ","F2 V","M4 D "," ","DLEAMME","Na","502"," ","","","","",""
"Togo","1619","A000898B"," "," "," "," ","emptyq","F","Flandry","4100","As Na Va ","F1 V"," "," ","AAVDHHH","Na","610"," ","","","","",""
"Hanna","1811","C7A54597"," "," "," ","G","emptyq","G","Cotan","7700","Fl Ni ","G8 V","M8 D "," ","CMEWMEA","Cs","601"," ","","","","",""
"Florianopolis","1816","B100511C"," "," "," ","G","emptyq","G","Cotan","7200","Ni Va ","M2 IV","M3 V "," ","BSVDMLH","Na","204"," ","","","","",""
"Port Wsi","1911","C84859B8"," "," "," "," ","emptyq","G","Cotan","5800","Ag Ni ","F2 VI","M4 D "," ","CLSWMEA","Hl","210"," ","","","","",""
"Talcanuano","1913","C5733304"," "," "," ","G","emptyq","G","Cotan","7400","Lo Ni ","F9 D","M3 D "," ","CMDRMNR","Na","401"," ","","","","",""
"Reptile","2016","A6486796"," "," "," ","G","emptyq","G","Cotan","3600","Ag Ni ","F1 V"," "," ","AMSWHEE","Na","204"," ","","","","",""
"Dalnegovo","2111","E6796336"," "," "," ","G","emptyq","G","Cotan","8600","Ni ","M5 V","M8 D "," ","EMDWHME","Cs","804"," ","","","","",""
"Dannoura","2113","A1014CE7"," "," "," "," ","emptyq","G","Cotan","5700","Ic Ni Va ","M4 V"," "," ","ASVDMEA","Cs","900"," ","","","","",""
"COTAN","2212","C4289AGA"," "," "," ","G","emptyq","G","Cotan","4000","Hi In ","F7 D"," "," ","CSTWHEH","Hl","313"," ","","","","",""
"d'Anticosti","2313","C98A8A95"," "," ","R","G","emptyq","G","Cotan","5500","Wa ","F3 V"," "," ","CLDAHEE","Hl","621"," ","","","","",""
"Lothlorien","2314","D87369E7"," "," "," ","G","emptyq","G","Cotan","7700","Ni ","F1 V","M3 D "," ","DLDRHEA","Hl","324"," ","","","","",""
"Gekko","2316","X4130000"," "," ","R","G","emptyq","G","Cotan","12000","Ba Ic Lo Ni ","K1 V"," "," ","XSVRLNP","Hl","024"," ","","","","",""
"Suchan","2411","D5698DG6"," "," "," ","G","emptyq","G","Cotan","6600"," ","F1 VI","M2 D "," ","DMSWHEE","Hl","905"," ","","","","",""
"Cabal","2412","C3118AE8"," "," ","A","G","emptyq","G","Cotan","5800","Ic Na ","F0 D"," "," ","CSVDHEA","Hl","701"," ","","","","",""
"Valentin","2413","B5265AF7"," "," ","A","G","emptyq","G","Cotan","5700","Ni ","M8 VI"," "," ","BMTWMEA","Hl","505"," ","","","","",""
"Nagercoil","2511","C4405628"," ","O:2412 "," ","G","emptyq","H","Nisaga","6800","De Ni Po ","K4 V"," "," ","CSSDMMA","Hl","104"," ","","","","",""
"Stokebury","2516","C2356A77"," ","Ex "," ","G","emptyq","H","Nisaga","6700","Ni ","K7 VI"," "," ","CSTWHMA","Hl","514"," ","","","","",""
"Tsangpo","2612","B7B05476"," "," "," ","G","emptyq","H","Nisaga","6600","De Ni ","M0 III"," "," ","BMEDMME","Hl","502"," ","","","","",""
"Catagno","2615","D7A016A7"," "," "," ","G","emptyq","H","Nisaga","9700","De Lo Ni ","F2 VI"," "," ","DMEDLEA","Hl","805"," ","","","","",""
"Ruins","2618","X4150000"," "," "," ","G","emptyq","H","Nisaga","12000","Ba Ic Lo Ni ","M8 V"," "," ","XSVWLNP","Na","004"," ","","","","",""
"Redring","2816","E0002488"," "," ","A"," ","emptyq","H","Nisaga","9800","As Lo Ni Va ","M4 V"," "," ","EAVDMHA","Hl","510"," ","","","","",""
